YEAR,SYMBOL,DATASET,TITLE,DESCRIPTION,API BASE URL
1996,,sipp/core/1996panel/wave6,Wave 6 Survey of Income and Program Participation - 1996 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for 12 interviews.  Each interview covered a four-month reference period, with the first interview covering April 1996 to July 1996.",http://api.census.gov/data/1996/sipp/core/1996panel/wave6
1996,,sipp/core/1996panel/wave7,Wave 7 Survey of Income and Program Participation - 1996 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for 12 interviews.  Each interview covered a four-month reference period, with the first interview covering April 1996 to July 1996.",http://api.census.gov/data/1996/sipp/core/1996panel/wave7
1996,,sipp/core/1996panel/wave8,Wave 8 Survey of Income and Program Participation - 1996 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for 12 interviews.  Each interview covered a four-month reference period, with the first interview covering April 1996 to July 1996.",http://api.census.gov/data/1996/sipp/core/1996panel/wave8
1996,,sipp/core/1996panel/wave9,Wave 9 Survey of Income and Program Participation - 1996 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for 12 interviews.  Each interview covered a four-month reference period, with the first interview covering April 1996 to July 1996.",http://api.census.gov/data/1996/sipp/core/1996panel/wave9
1996,,sipp/topical/1996panel/wave1,Wave 1 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave1
1996,,sipp/topical/1996panel/wave10,Wave 10 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave10
1996,,sipp/topical/1996panel/wave11,Wave 11 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave11
1996,,sipp/topical/1996panel/wave12,Wave 12 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave12
1996,,sipp/topical/1996panel/wave2,Wave 2 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave2
1996,,sipp/topical/1996panel/wave3,Wave 3 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave3
1996,,sipp/topical/1996panel/wave4,Wave 4 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave4
1996,,sipp/topical/1996panel/wave5,Wave 5 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave5
1996,,sipp/topical/1996panel/wave6,Wave 6 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave6
1996,,sipp/topical/1996panel/wave7,Wave 7 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave7
1996,,sipp/topical/1996panel/wave8,Wave 8 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave8
1996,,sipp/topical/1996panel/wave9,Wave 9 Survey of Income and Program Participation - 1996 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Every interview of the 1996 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between April 1996 and July 1996.",http://api.census.gov/data/1996/sipp/topical/1996panel/wave9
1996,ZBP,zbp,1996 County Business Patterns - Zip Code Business Patterns: Total For Zip Code,"ZIP Code Business Patterns (ZBP) is an annual series that provides economic data by ZIP Code.  This table includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll for All Industries by 5-digit ZIP Code.  All Industries is set using SIC=00 from 1994 to 1997 and then with NAICS=00 from 1998 to present.",http://api.census.gov/data/1996/zbp
1997,CBP,cbp,1997 County Business Patterns: Business Patterns,"County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.",http://api.census.gov/data/1997/cbp
1997,CPS_ASEC_MAR,cps/asec/mar,Mar 1997 Current Population Survey: Annual Social and Economic (March) Supplement,"The Annual Social and Economic Supplement or March CPS supplement is the primary source of detailed information on income and work experience in the United States. Numerous publications based on this survey are issued each year by the Bureaus of Labor Statistics and Census. A public-use microdata file is available for private researchers, who also produce many academic and policy-related documents based on these data.    The Annual Social and Economic Supplement is used to generate the annual Population Profile of the United States, reports on geographical mobility and educational attainment, and detailed analysis of money income and poverty status. The labor force and work experience data from this survey are used to profile the U.S. labor market and to make employment projections.    To allow for the same type of in-depth analysis of hispanics, additional hispanic sample units are added to the basic CPS sample in March each year. Additional weighting is also performed so that estimates can be made for households and families, in addition to persons.",http://api.census.gov/data/1997/cps/asec/mar
1997,CPS_BASIC_APR,cps/basic/apr,Apr 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/apr
1997,CPS_BASIC_AUG,cps/basic/aug,Aug 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/aug
1997,CPS_BASIC_DEC,cps/basic/dec,Dec 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/dec
1997,CPS_BASIC_FEB,cps/basic/feb,Feb 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/feb
1997,CPS_BASIC_JAN,cps/basic/jan,Jan 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/jan
1997,CPS_BASIC_JUL,cps/basic/jul,Jul 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/jul
1997,CPS_BASIC_JUN,cps/basic/jun,Jun 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/jun
1997,CPS_BASIC_MAR,cps/basic/mar,Mar 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/mar
1997,CPS_BASIC_MAY,cps/basic/may,May 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/may
1997,CPS_BASIC_NOV,cps/basic/nov,Nov 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/nov
1997,CPS_BASIC_OCT,cps/basic/oct,Oct 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/oct
1997,CPS_BASIC_SEP,cps/basic/sep,Sep 1997 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1997/cps/basic/sep
1997,CPS_CONTWORKER_FEB,cps/contworker/feb,Feb 1997 Current Population Survey: Contingent Worker Supplement,"To obtain information about the ""contingent"" workforce.  ""Contingent"" work is temporary work that a person does without expecting continuing employment from the particular employer (or source of employment) for whom they work.",http://api.census.gov/data/1997/cps/contworker/feb
1997,CPS_FOODSEC_APR,cps/foodsec/apr,Apr 1997 Current Population Survey: Food Security Supplement,"Provides data that will measure hunger and food security. It will provide data on food expenditure, access to food, and food quality and safety.",http://api.census.gov/data/1997/cps/foodsec/apr
1997,CPS_INTERNET_OCT,cps/internet/oct,Oct 1997 Current Population Survey: Computer and Internet Use Supplement,"Information on person and household broadband (high-speed Internet) use, where it is used, by what types of devices, what type of service provider, and other characteristics.",http://api.census.gov/data/1997/cps/internet/oct
1997,CPS_SCHOOL_OCT,cps/school/oct,Oct 1997 Current Population Survey: School Enrollment Supplement,"Provides information on population 3 years old and older on school enrollment, junior or regular college attendance, and high school graduation.",http://api.census.gov/data/1997/cps/school/oct
1997,CPS_VETS_SEP,cps/vets/sep,Sep 1997 Current Population Survey: Veterans Supplement,"Provides data for veterans of the United States on Vietnam-theater and Persian Gulf-theater status, service-connected income, effect of a service-connected disability on current labor force participation and participation in veterans’ programs.",http://api.census.gov/data/1997/cps/vets/sep
1997,CPS_WORKSCHED_MAY,cps/worksched/may,May 1997 Current Population Survey: Work Schedules Supplement,"Provides information on the type of employment arrangement workers have on their current job and other characteristics of the current job such as earnings, benefits, longevity, etc., along with their satisfaction with and expectations for their current jobs.",http://api.census.gov/data/1997/cps/worksched/may
1997,EWKS,ewks,1997 Economic Census - All Sectors: Economy-Wide Key Statistics,"The Economic Census is the U.S. Government's official five-year measure of American business and the economy. It is conducted by the U.S. Census Bureau, and response is required by law. In October through December 2012, forms were sent out to nearly 4 million businesses, including large, medium and small companies representing all U.S. locations and industries. Respondents were asked to provide a range of operational and performance data for their companies.",http://api.census.gov/data/1997/ewks
1997,NONEMP,nonemp,1997 Nonemployer Statistics: Non Employer Statistics,"Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income. The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.",http://api.census.gov/data/1997/nonemp
1997,ZBP,zbp,1997 County Business Patterns - Zip Code Business Patterns: Total For Zip Code,"ZIP Code Business Patterns (ZBP) is an annual series that provides economic data by ZIP Code.  This table includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll for All Industries by 5-digit ZIP Code.  All Industries is set using SIC=00 from 1994 to 1997 and then with NAICS=00 from 1998 to present.",http://api.census.gov/data/1997/zbp
1998,CBP,cbp,1998 County Business Patterns: Business Patterns,"County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.",http://api.census.gov/data/1998/cbp
1998,CPS_ASEC_MAR,cps/asec/mar,Mar 1998 Current Population Survey: Annual Social and Economic (March) Supplement,"The Annual Social and Economic Supplement or March CPS supplement is the primary source of detailed information on income and work experience in the United States. Numerous publications based on this survey are issued each year by the Bureaus of Labor Statistics and Census. A public-use microdata file is available for private researchers, who also produce many academic and policy-related documents based on these data.    The Annual Social and Economic Supplement is used to generate the annual Population Profile of the United States, reports on geographical mobility and educational attainment, and detailed analysis of money income and poverty status. The labor force and work experience data from this survey are used to profile the U.S. labor market and to make employment projections.    To allow for the same type of in-depth analysis of hispanics, additional hispanic sample units are added to the basic CPS sample in March each year. Additional weighting is also performed so that estimates can be made for households and families, in addition to persons.",http://api.census.gov/data/1998/cps/asec/mar
1998,CPS_BASIC_APR,cps/basic/apr,Apr 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/apr
1998,CPS_BASIC_AUG,cps/basic/aug,Aug 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/aug
1998,CPS_BASIC_DEC,cps/basic/dec,Dec 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/dec
1998,CPS_BASIC_FEB,cps/basic/feb,Feb 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/feb
1998,CPS_BASIC_JAN,cps/basic/jan,Jan 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/jan
1998,CPS_BASIC_JUL,cps/basic/jul,Jul 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/jul
1998,CPS_BASIC_JUN,cps/basic/jun,Jun 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/jun
1998,CPS_BASIC_MAR,cps/basic/mar,Mar 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/mar
1998,CPS_BASIC_MAY,cps/basic/may,May 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/may
1998,CPS_BASIC_NOV,cps/basic/nov,Nov 1998 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",http://api.census.gov/data/1998/cps/basic/nov
